Date,oc,pos,turnover,gross,net
2015-01-21 19:00:00-05:00,0.02345174724996868,0.0,0.0,0.0,0.0
2015-01-22 19:00:00-05:00,0.004992755665443882,0.0,0.0,0.0,0.0
2015-01-25 19:00:00-05:00,0.023386095864472933,0.0,0.0,0.0,0.0
2015-01-26 19:00:00-05:00,0.007631353799028906,0.0,0.0,0.0,0.0
2015-01-27 19:00:00-05:00,-0.032701042341777176,0.0,0.0,-0.0,-0.0
2015-01-28 19:00:00-05:00,0.020540115362954525,0.0,0.0,0.0,0.0
2015-01-29 19:00:00-05:00,-0.0017650643642510566,0.0,0.0,-0.0,-0.0
2015-02-01 19:00:00-05:00,0.03417174105392018,0.0,0.0,0.0,0.0
2015-02-02 19:00:00-05:00,0.024106485546380174,0.0,0.0,0.0,0.0
2015-02-03 19:00:00-05:00,0.0011910552959626397,0.3275734256479026,0.3275734256479026,0.0003901580634345584,-2.93004734292472e-06
2015-02-04 19:00:00-05:00,0.005048232594869084,0.32684081327494485,0.0007326123729577416,0.0016499684469080966,0.0016490893120605474
2015-02-05 19:00:00-05:00,-0.020900867811397994,0.3349088319308894,0.008068018655944531,-0.006999885225057226,-0.0070095668474443595
2015-02-08 19:00:00-05:00,0.00975016594543332,0.3234013066464538,0.011507525284435605,0.003153216406772892,0.0031394073764315694
2015-02-09 19:00:00-05:00,-0.00579174685279249,0.3311758649489146,0.007774558302460821,-0.0019180867735387067,-0.0019274162435016597
2015-02-10 19:00:00-05:00,0.002780332998214785,0.3301415471858865,0.001034317763028092,0.0009179034377226038,0.00091666225640697
2015-02-11 19:00:00-05:00,0.048096282429089365,0.0,0.3301415471858865,0.0,-0.00039616985662306375
2015-02-12 19:00:00-05:00,0.00428786826152594,0.0,0.0,0.0,0.0
2015-02-16 19:00:00-05:00,-0.006562966985157681,0.0,0.0,-0.0,-0.0
2015-02-17 19:00:00-05:00,0.0014204222002327516,0.0,0.0,0.0,0.0
2015-02-18 19:00:00-05:00,0.032731706741805144,0.0,0.0,0.0,0.0
2015-02-19 19:00:00-05:00,0.030031307284423825,0.0,0.0,0.0,0.0
2015-02-22 19:00:00-05:00,-0.038579170250242045,0.32452567392810183,0.32452567392810183,-0.012519931225046776,-0.012909362033760498
2015-02-23 19:00:00-05:00,-0.015340819416918006,0.0,0.32452567392810183,-0.0,-0.00038943080871372215
2015-02-24 19:00:00-05:00,-0.005757853800114399,0.0,0.0,-0.0,-0.0
2015-02-25 19:00:00-05:00,0.015637243056655148,0.0,0.0,0.0,0.0
2015-02-26 19:00:00-05:00,-0.017206377661397876,0.0,0.0,-0.0,-0.0
2015-03-01 19:00:00-05:00,-0.026492409149994622,0.0,0.0,-0.0,-0.0
2015-03-02 19:00:00-05:00,0.013972798550837773,0.0,0.0,0.0,0.0
2015-03-03 19:00:00-05:00,0.016010098370372816,0.0,0.0,0.0,0.0
2015-03-04 19:00:00-05:00,-0.010944030433331142,0.0,0.0,-0.0,-0.0
2015-03-05 19:00:00-05:00,-0.026755755095815403,0.0,0.0,-0.0,-0.0
2015-03-08 20:00:00-04:00,-0.018056500161971023,-0.2861247173077917,0.2861247173077917,0.005166411004412054,0.004823061343642705
2015-03-09 20:00:00-04:00,0.009869436036455514,-0.2878698520293334,0.0017451347215416968,-0.0028411130914274196,-0.00284320725309327
2015-03-10 20:00:00-04:00,0.013549634559122836,-0.2878334605299363,3.639149939710373e-05,-0.0039000382040683436,-0.0039000818738676203
2015-03-11 20:00:00-04:00,-0.013832288832331341,0.0,0.2878334605299363,-0.0,-0.00034540015263592353
2015-03-12 20:00:00-04:00,-0.001428997234596996,-0.28271719033897724,0.28271719033897724,0.000404002083167431,6.474145476065833e-05
2015-03-15 20:00:00-04:00,0.019270851920979437,-0.3275085502787052,0.04479135993972794,-0.006311368775275576,-0.00636511840720325
2015-03-16 20:00:00-04:00,-0.0035818781297697333,0.0,0.3275085502787052,-0.0,-0.00039301026033444617
2015-03-17 20:00:00-04:00,0.029493294697194417,0.0,0.0,0.0,0.0
2015-03-18 20:00:00-04:00,-0.03143570091943648,0.0,0.0,-0.0,-0.0
2015-03-19 20:00:00-04:00,0.003190667370390976,0.0,0.0,0.0,0.0
2015-03-22 20:00:00-04:00,0.0056927873751770885,0.0,0.0,0.0,0.0
2015-03-23 20:00:00-04:00,0.0006944629741807429,0.0,0.0,0.0,0.0
2015-03-24 20:00:00-04:00,-0.020023263938341418,0.0,0.0,-0.0,-0.0
2015-03-25 20:00:00-04:00,-0.01810026282844246,0.0,0.0,-0.0,-0.0
2015-03-26 20:00:00-04:00,-0.02152644736293563,0.0,0.0,-0.0,-0.0
2015-03-29 20:00:00-04:00,0.025396831261304653,-0.35617598873992734,0.35617598873992734,-0.00904574148535628,-0.009473152671844193
2015-03-30 20:00:00-04:00,-0.024595660434595157,0.0,0.35617598873992734,-0.0,-0.0004274111864879128
2015-03-31 20:00:00-04:00,-0.005882381480948551,0.0,0.0,-0.0,-0.0
2015-04-01 20:00:00-04:00,0.004047663862669637,0.0,0.0,0.0,0.0
2015-04-05 20:00:00-04:00,0.025757587689451578,0.0,0.0,0.0,0.0
2015-04-06 20:00:00-04:00,0.0036541582562044095,0.0,0.0,0.0,0.0
